group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
cld,FALSE,all,All,7,0.03164556962025322,0.025316455696202667,0.035864978902953704,0,0,0
cld,FALSE,all,All,14,0.05907172995780596,0.05274261603375541,0.06540084388185663,0,0,0
cld,FALSE,all,All,21,0.0864978902953587,0.07805907172995785,0.09493670886075956,0,0,0
cld,FALSE,all,All,28,0.11392405063291144,0.10548523206751059,0.1223628691983123,0,0,0
cld,FALSE,all,All,35,0.139240506329114,0.13080168776371315,0.14978902953586504,0,0,0
cld,FALSE,all,All,42,0.16455696202531656,0.15400843881856552,0.17721518987341778,0,0,0
cld,FALSE,all,All,49,0.19409282700421948,0.18354430379746844,0.20464135021097052,0,0,0
cld,FALSE,all,All,56,0.2257383966244726,0.21518987341772156,0.23839662447257393,1,0,0
cld,FALSE,all,All,63,0.25527426160337563,0.2426160337552743,0.26793248945147685,0,0,0
cld,FALSE,all,All,70,0.28481012658227856,0.2721518987341772,0.2974683544303798,0,0,0
cld,FALSE,all,All,77,0.3101265822784811,0.2974683544303798,0.3248945147679325,0,0,0
cld,FALSE,all,All,84,0.33755274261603385,0.3248945147679325,0.3502109704641351,0,0,0
cld,FALSE,all,All,91,0.3649789029535866,0.35232067510548526,0.379746835443038,0,0,0
cld,FALSE,all,All,98,0.39240506329113933,0.3776371308016878,0.40506329113924056,0,0,0
cld,FALSE,all,All,105,0.42194092827004226,0.40717299578059074,0.43670886075949367,0,0,0
cld,FALSE,all,All,112,0.45358649789029537,0.43881856540084396,0.4683544303797469,0,0,0
cld,FALSE,all,All,119,0.4789029535864979,0.4662447257383967,0.49367088607594944,0,0,0
cld,FALSE,all,All,126,0.508438818565401,0.49367088607594944,0.5232067510548524,0,0,0
cld,FALSE,all,All,133,0.5379746835443038,0.5253164556962026,0.5527426160337553,0,0,0
cld,FALSE,all,All,140,0.5654008438818565,0.5527426160337553,0.580168776371308,0,0,0
cld,FALSE,all,All,147,0.5907172995780592,0.5780590717299579,0.6054852320675106,0,0,0
cld,FALSE,all,All,154,0.620253164556962,0.6054852320675106,0.6329113924050633,0,1,0
cld,FALSE,all,All,161,0.6434599156118144,0.630801687763713,0.6582278481012658,0,0,0
cld,FALSE,all,All,168,0.6729957805907174,0.6582278481012658,0.6856540084388185,0,0,0
cld,FALSE,all,All,175,0.7004219409282701,0.6856540084388185,0.7130801687763713,0,0,0
cld,FALSE,all,All,182,0.729957805907173,0.7172995780590717,0.7426160337552743,0,0,1
cld,TRUE,all,All,7,0.04999999999999993,0,0.04999999999999993,0,0,0
cld,TRUE,all,All,14,0.04999999999999993,0.04999999999999993,0.09999999999999998,0,0,0
cld,TRUE,all,All,21,0.09999999999999998,0.04999999999999993,0.1499999999999999,0,0,0
cld,TRUE,all,All,28,0.09999999999999998,0.09999999999999998,0.1499999999999999,0,0,0
cld,TRUE,all,All,35,0.1499999999999999,0.09999999999999998,0.19999999999999996,0,0,0
cld,TRUE,all,All,42,0.1499999999999999,0.09999999999999998,0.19999999999999996,0,0,0
cld,TRUE,all,All,49,0.1499999999999999,0.1499999999999999,0.25,0,0,0
cld,TRUE,all,All,56,0.19999999999999996,0.1499999999999999,0.29999999999999993,1,0,0
cld,TRUE,all,All,63,0.25,0.19999999999999996,0.29999999999999993,0,0,0
cld,TRUE,all,All,70,0.25,0.19999999999999996,0.35,0,0,0
cld,TRUE,all,All,77,0.29999999999999993,0.19999999999999996,0.35,0,0,0
cld,TRUE,all,All,84,0.29999999999999993,0.25,0.35,0,0,0
cld,TRUE,all,All,91,0.35,0.25,0.3999999999999999,0,0,0
cld,TRUE,all,All,98,0.35,0.29999999999999993,0.44999999999999996,0,0,0
cld,TRUE,all,All,105,0.3999999999999999,0.35,0.44999999999999996,0,0,0
cld,TRUE,all,All,112,0.44999999999999996,0.3999999999999999,0.5,0,0,0
cld,TRUE,all,All,119,0.5,0.3999999999999999,0.55,0,0,0
cld,TRUE,all,All,126,0.5,0.44999999999999996,0.55,0,0,0
cld,TRUE,all,All,133,0.55,0.44999999999999996,0.6,0,0,0
cld,TRUE,all,All,140,0.55,0.5,0.6499999999999999,0,0,0
cld,TRUE,all,All,147,0.6,0.55,0.6499999999999999,0,0,0
cld,TRUE,all,All,154,0.6,0.55,0.7,0,1,0
cld,TRUE,all,All,161,0.6499999999999999,0.6,0.75,0,0,0
cld,TRUE,all,All,168,0.7,0.6499999999999999,0.75,0,0,0
cld,TRUE,all,All,175,0.7,0.6499999999999999,0.75,0,0,0
cld,TRUE,all,All,182,0.75,0.6499999999999999,0.8,0,0,1
cld,FALSE,ageband4,12-49,7,0.021739130434782594,0.021739130434782594,0.04347826086956519,0,0,0
cld,FALSE,ageband4,12-49,14,0.04347826086956519,0.04347826086956519,0.08695652173913049,0,0,0
cld,FALSE,ageband4,12-49,21,0.08695652173913049,0.0652173913043479,0.10869565217391308,0,0,0
cld,FALSE,ageband4,12-49,28,0.10869565217391308,0.08695652173913049,0.15217391304347827,0,0,0
cld,FALSE,ageband4,12-49,35,0.13043478260869568,0.10869565217391308,0.17391304347826086,0,0,0
cld,FALSE,ageband4,12-49,42,0.15217391304347827,0.13043478260869568,0.19565217391304346,0,0,0
cld,FALSE,ageband4,12-49,49,0.19565217391304346,0.15217391304347827,0.21739130434782616,0,0,0
cld,FALSE,ageband4,12-49,56,0.21739130434782616,0.17391304347826086,0.26086956521739135,1,0,0
cld,FALSE,ageband4,12-49,63,0.23913043478260876,0.19565217391304346,0.28260869565217395,0,0,0
cld,FALSE,ageband4,12-49,70,0.26086956521739135,0.23913043478260876,0.30434782608695654,0,0,0
cld,FALSE,ageband4,12-49,77,0.28260869565217395,0.23913043478260876,0.32608695652173914,0,0,0
cld,FALSE,ageband4,12-49,84,0.30434782608695654,0.26086956521739135,0.34782608695652173,0,0,0
cld,FALSE,ageband4,12-49,91,0.32608695652173914,0.28260869565217395,0.3695652173913043,0,0,0
cld,FALSE,ageband4,12-49,98,0.3695652173913043,0.32608695652173914,0.4130434782608696,0,0,0
cld,FALSE,ageband4,12-49,105,0.4130434782608696,0.3695652173913043,0.4565217391304348,0,0,0
cld,FALSE,ageband4,12-49,112,0.4347826086956522,0.3913043478260869,0.4782608695652174,0,0,0
cld,FALSE,ageband4,12-49,119,0.4565217391304348,0.4130434782608696,0.5,0,0,0
cld,FALSE,ageband4,12-49,126,0.4782608695652174,0.4347826086956522,0.5217391304347826,0,0,0
cld,FALSE,ageband4,12-49,133,0.5217391304347826,0.4782608695652174,0.5652173913043479,0,0,0
cld,FALSE,ageband4,12-49,140,0.5434782608695652,0.5,0.5869565217391304,0,0,0
cld,FALSE,ageband4,12-49,147,0.5652173913043479,0.5217391304347826,0.6086956521739131,0,0,0
cld,FALSE,ageband4,12-49,154,0.5869565217391304,0.5434782608695652,0.6521739130434783,0,1,0
cld,FALSE,ageband4,12-49,161,0.6086956521739131,0.5652173913043479,0.6521739130434783,0,0,0
cld,FALSE,ageband4,12-49,168,0.6521739130434783,0.6086956521739131,0.6956521739130435,0,0,0
cld,FALSE,ageband4,12-49,175,0.6956521739130435,0.6521739130434783,0.7391304347826086,0,0,0
cld,FALSE,ageband4,12-49,182,0.7391304347826086,0.6956521739130435,0.782608695652174,0,0,1
cld,FALSE,ageband4,50-64,7,0.04054054054054046,0.027027027027026973,0.054054054054053946,0,0,0
cld,FALSE,ageband4,50-64,14,0.054054054054053946,0.04054054054054046,0.08108108108108103,0,0,0
cld,FALSE,ageband4,50-64,21,0.08108108108108103,0.06756756756756754,0.10810810810810811,0,0,0
cld,FALSE,ageband4,50-64,28,0.10810810810810811,0.09459459459459452,0.1351351351351351,0,0,0
cld,FALSE,ageband4,50-64,35,0.1351351351351351,0.1216216216216216,0.16216216216216206,0,0,0
cld,FALSE,ageband4,50-64,42,0.17567567567567566,0.14864864864864857,0.20270270270270263,0,0,0
cld,FALSE,ageband4,50-64,49,0.20270270270270263,0.17567567567567566,0.22972972972972971,0,0,0
cld,FALSE,ageband4,50-64,56,0.22972972972972971,0.20270270270270263,0.2567567567567567,1,0,0
cld,FALSE,ageband4,50-64,63,0.2702702702702702,0.22972972972972971,0.29729729729729726,0,0,0
cld,FALSE,ageband4,50-64,70,0.29729729729729726,0.2567567567567567,0.32432432432432434,0,0,0
cld,FALSE,ageband4,50-64,77,0.32432432432432434,0.28378378378378377,0.3513513513513513,0,0,0
cld,FALSE,ageband4,50-64,84,0.3513513513513513,0.32432432432432434,0.3918918918918919,0,0,0
cld,FALSE,ageband4,50-64,91,0.3783783783783783,0.3513513513513513,0.41891891891891886,0,0,0
cld,FALSE,ageband4,50-64,98,0.4054054054054054,0.3783783783783783,0.44594594594594594,0,0,0
cld,FALSE,ageband4,50-64,105,0.43243243243243246,0.4054054054054054,0.4729729729729729,0,0,0
cld,FALSE,ageband4,50-64,112,0.4729729729729729,0.43243243243243246,0.5135135135135135,0,0,0
cld,FALSE,ageband4,50-64,119,0.5,0.45945945945945943,0.5405405405405406,0,0,0
cld,FALSE,ageband4,50-64,126,0.527027027027027,0.5,0.5675675675675675,0,0,0
cld,FALSE,ageband4,50-64,133,0.5540540540540541,0.5135135135135135,0.5945945945945945,0,0,0
cld,FALSE,ageband4,50-64,140,0.581081081081081,0.5540540540540541,0.6216216216216216,0,0,0
cld,FALSE,ageband4,50-64,147,0.6081081081081081,0.5675675675675675,0.6351351351351351,0,0,0
cld,FALSE,ageband4,50-64,154,0.6216216216216216,0.5945945945945945,0.6621621621621622,0,1,0
cld,FALSE,ageband4,50-64,161,0.6486486486486487,0.6081081081081081,0.6756756756756757,0,0,0
cld,FALSE,ageband4,50-64,168,0.6756756756756757,0.6351351351351351,0.7027027027027026,0,0,0
cld,FALSE,ageband4,50-64,175,0.7027027027027026,0.6621621621621622,0.7297297297297297,0,0,0
cld,FALSE,ageband4,50-64,182,0.7297297297297297,0.7027027027027026,0.7702702702702703,0,0,1
cld,FALSE,ageband4,65-74,7,0.03240740740740744,0.02314814814814825,0.03703703703703709,0,0,0
cld,FALSE,ageband4,65-74,14,0.06018518518518523,0.05092592592592593,0.07407407407407418,0,0,0
cld,FALSE,ageband4,65-74,21,0.08796296296296302,0.07870370370370372,0.10185185185185186,0,0,0
cld,FALSE,ageband4,65-74,28,0.11574074074074081,0.10185185185185186,0.12962962962962965,0,0,0
cld,FALSE,ageband4,65-74,35,0.13888888888888895,0.125,0.15740740740740744,0,0,0
cld,FALSE,ageband4,65-74,42,0.1620370370370371,0.14814814814814814,0.18055555555555558,0,0,0
cld,FALSE,ageband4,65-74,49,0.19444444444444453,0.17592592592592593,0.21296296296296302,0,0,0
cld,FALSE,ageband4,65-74,56,0.22685185185185186,0.20833333333333337,0.24537037037037046,1,0,0
cld,FALSE,ageband4,65-74,63,0.25462962962962965,0.23611111111111116,0.27314814814814814,0,0,0
cld,FALSE,ageband4,65-74,70,0.28240740740740744,0.26388888888888895,0.3055555555555556,0,0,0
cld,FALSE,ageband4,65-74,77,0.31018518518518523,0.29166666666666674,0.33333333333333337,0,0,0
cld,FALSE,ageband4,65-74,84,0.337962962962963,0.31944444444444453,0.36111111111111116,0,0,0
cld,FALSE,ageband4,65-74,91,0.3657407407407408,0.34259259259259267,0.3842592592592593,0,0,0
