group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
ckd,FALSE,all,All,7,0.031712473572938604,0.02748414376321351,0.03594080338266381,0,0,0
ckd,FALSE,all,All,14,0.059196617336152224,0.052854122621564414,0.06765327695560253,0,0,0
ckd,FALSE,all,All,21,0.08668076109936573,0.08033826638477792,0.09513742071881603,0,0,0
ckd,FALSE,all,All,28,0.11416490486257924,0.10570824524312894,0.12473572938689215,0,0,0
ckd,FALSE,all,All,35,0.13953488372093015,0.13107822410147985,0.15010570824524305,0,0,0
ckd,FALSE,all,All,42,0.16701902748414377,0.15644820295983086,0.17758985200845667,0,0,0
ckd,FALSE,all,All,49,0.19450317124735728,0.18393234672304437,0.20718816067653278,0,0,0
ckd,FALSE,all,All,56,0.226215644820296,0.2156448202959831,0.2389006342494714,1,0,0
ckd,FALSE,all,All,63,0.2558139534883721,0.2431289640591966,0.2684989429175475,0,0,0
ckd,FALSE,all,All,70,0.2854122621564482,0.2727272727272727,0.2980972515856236,0,0,0
ckd,FALSE,all,All,77,0.3107822410147991,0.2980972515856236,0.32558139534883723,0,0,0
ckd,FALSE,all,All,84,0.33615221987315,0.32346723044397463,0.34883720930232553,0,0,0
ckd,FALSE,all,All,91,0.36363636363636365,0.35095137420718814,0.37843551797040165,0,0,0
ckd,FALSE,all,All,98,0.39112050739957716,0.37632135306553904,0.40591966173361516,0,0,0
ckd,FALSE,all,All,105,0.42071881606765327,0.40591966173361516,0.4334038054968288,0,0,0
ckd,FALSE,all,All,112,0.452431289640592,0.43763213530655387,0.46723044397463,0,0,0
ckd,FALSE,all,All,119,0.4799154334038055,0.4651162790697674,0.492600422832981,0,0,0
ckd,FALSE,all,All,126,0.5095137420718816,0.4947145877378435,0.5243128964059196,0,0,0
ckd,FALSE,all,All,133,0.5391120507399577,0.5243128964059196,0.5539112050739958,0,0,0
ckd,FALSE,all,All,140,0.5687103594080338,0.5539112050739958,0.5813953488372092,0,0,0
ckd,FALSE,all,All,147,0.5940803382663847,0.5792811839323467,0.6067653276955602,0,0,0
ckd,FALSE,all,All,154,0.6215644820295982,0.6088794926004228,0.6363636363636364,0,1,0
ckd,FALSE,all,All,161,0.6469344608879493,0.6321353065539113,0.6596194503171247,0,0,0
ckd,FALSE,all,All,168,0.6765327695560254,0.6617336152219873,0.6892177589852009,0,0,0
ckd,FALSE,all,All,175,0.7019027484143763,0.6892177589852009,0.7145877378435518,0,0,0
ckd,FALSE,all,All,182,0.733615221987315,0.7209302325581395,0.7463002114164905,0,0,1
ckd,TRUE,all,All,7,0,0,0.04761904761904767,0,0,0
ckd,TRUE,all,All,14,0.04761904761904767,0.04761904761904767,0.09523809523809534,0,0,0
ckd,TRUE,all,All,21,0.04761904761904767,0.04761904761904767,0.09523809523809534,0,0,0
ckd,TRUE,all,All,28,0.09523809523809534,0.04761904761904767,0.1428571428571429,0,0,0
ckd,TRUE,all,All,35,0.1428571428571429,0.09523809523809534,0.19047619047619047,0,0,0
ckd,TRUE,all,All,42,0.1428571428571429,0.09523809523809534,0.19047619047619047,0,0,0
ckd,TRUE,all,All,49,0.1428571428571429,0.09523809523809534,0.19047619047619047,0,0,0
ckd,TRUE,all,All,56,0.19047619047619047,0.1428571428571429,0.23809523809523814,1,0,0
ckd,TRUE,all,All,63,0.19047619047619047,0.1428571428571429,0.2857142857142858,0,0,0
ckd,TRUE,all,All,70,0.23809523809523814,0.19047619047619047,0.2857142857142858,0,0,0
ckd,TRUE,all,All,77,0.23809523809523814,0.19047619047619047,0.33333333333333337,0,0,0
ckd,TRUE,all,All,84,0.33333333333333337,0.2857142857142858,0.38095238095238093,0,0,0
ckd,TRUE,all,All,91,0.38095238095238093,0.2857142857142858,0.4285714285714286,0,0,0
ckd,TRUE,all,All,98,0.38095238095238093,0.33333333333333337,0.4761904761904763,0,0,0
ckd,TRUE,all,All,105,0.4285714285714286,0.38095238095238093,0.5238095238095238,0,0,0
ckd,TRUE,all,All,112,0.4761904761904763,0.38095238095238093,0.5238095238095238,0,0,0
ckd,TRUE,all,All,119,0.4761904761904763,0.4285714285714286,0.5714285714285714,0,0,0
ckd,TRUE,all,All,126,0.4761904761904763,0.4285714285714286,0.5714285714285714,0,0,0
