group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
severe_obesity,FALSE,all,All,7,0.03164556962025322,0.025316455696202667,0.035864978902953704,0,0,0
severe_obesity,FALSE,all,All,14,0.05907172995780596,0.05274261603375541,0.06540084388185663,0,0,0
severe_obesity,FALSE,all,All,21,0.0864978902953587,0.07805907172995785,0.09493670886075956,0,0,0
severe_obesity,FALSE,all,All,28,0.11181434599156126,0.10337552742616041,0.12025316455696211,0,0,0
severe_obesity,FALSE,all,All,35,0.139240506329114,0.13080168776371315,0.14978902953586504,0,0,0
severe_obesity,FALSE,all,All,42,0.16666666666666674,0.1561181434599157,0.17721518987341778,0,0,0
severe_obesity,FALSE,all,All,49,0.1919831223628693,0.18143459915611826,0.20464135021097052,0,0,0
severe_obesity,FALSE,all,All,56,0.21940928270042204,0.208860759493671,0.23206751054852326,0,1,0
severe_obesity,FALSE,all,All,63,0.24894514767932496,0.23628691983122374,0.2616033755274262,0,0,0
severe_obesity,FALSE,all,All,70,0.2805907172995781,0.26793248945147685,0.2932489451476794,0,0,0
severe_obesity,FALSE,all,All,77,0.30379746835443044,0.2911392405063292,0.31645569620253167,0,0,0
severe_obesity,FALSE,all,All,84,0.329113924050633,0.31645569620253167,0.3438818565400844,0,0,0
severe_obesity,FALSE,all,All,91,0.3607594936708861,0.3459915611814347,0.37341772151898744,0,0,0
severe_obesity,FALSE,all,All,98,0.38818565400843885,0.37341772151898744,0.4008438818565402,0,0,0
severe_obesity,FALSE,all,All,105,0.4156118143459916,0.40295358649789037,0.4303797468354431,0,0,0
severe_obesity,FALSE,all,All,112,0.44303797468354433,0.4303797468354431,0.45780590717299585,0,0,0
severe_obesity,FALSE,all,All,119,0.47257383966244726,0.45780590717299585,0.4852320675105486,0,0,0
severe_obesity,FALSE,all,All,126,0.4978902953586498,0.4831223628691984,0.5126582278481013,0,0,0
severe_obesity,FALSE,all,All,133,0.5232067510548524,0.510548523206751,0.5379746835443038,0,0,0
severe_obesity,FALSE,all,All,140,0.5527426160337553,0.5400843881856541,0.5675105485232068,0,0,0
severe_obesity,FALSE,all,All,147,0.5780590717299579,0.5654008438818565,0.5928270042194093,0,0,0
severe_obesity,FALSE,all,All,154,0.6054852320675106,0.5907172995780592,0.6181434599156119,0,0,0
severe_obesity,FALSE,all,All,161,0.6350210970464135,0.620253164556962,0.6476793248945147,0,0,0
severe_obesity,FALSE,all,All,168,0.6582278481012658,0.6434599156118144,0.6708860759493671,0,0,0
severe_obesity,FALSE,all,All,175,0.6877637130801688,0.6751054852320675,0.7004219409282701,0,0,0
severe_obesity,FALSE,all,All,182,0.7172995780590717,0.7046413502109705,0.7320675105485233,0,0,1
severe_obesity,TRUE,all,All,7,0,0,0.04999999999999993,0,0,0
