group1,group2,label1,label2,reference_row,n_obs,n_event,exposure,irr,irr.low,irr.high,irr.ln.std.error
all,all,All,NA,TRUE,4930,3600,570880,1,NA,NA,NA
all,ageband4,All,12-49,TRUE,518,380,61731.99999999999,1,NA,NA,NA
all,ageband4,All,50-64,FALSE,822,608,93362,1.0580246924649104,0.9307062624059168,1.2027599846290145,0.06541713628247543
all,ageband4,All,65-74,FALSE,2181,1607,251383,1.0386230928612485,0.9286575464670379,1.1616100392750697,0.05709855985825455
all,ageband4,All,75-104,FALSE,1411,1003,164400,0.9911947378906567,0.8807763992282037,1.1154556471801833,0.0602598986797665
all,ageband13,All,12-17,TRUE,1,1,98.00000000000004,1,NA,NA,NA
all,ageband13,All,18-29,FALSE,27,20,3493,0.5614809720581903,0.0753343243404128,4.1848239131852125,1.0248361889669537
all,ageband13,All,30-39,FALSE,135,99,16270.999999999998,0.5965692796425904,0.08319523444449976,4.277828024521041,1.005123219626868
all,ageband13,All,40-49,FALSE,355,260,41870,0.6088757166419768,0.0854290926079865,4.339618120696538,1.002022220291663
all,ageband13,All,50-54,FALSE,245,178,28121,0.6206895963621526,0.08693171830985698,4.431703209397262,1.0029307498298088
all,ageband13,All,55-59,FALSE,274,215,30560,0.689878791636962,0.0967130151067772,4.921082716995386,1.0024510385584924
all,ageband13,All,60-64,FALSE,303,215,34681,0.6078934342004788,0.08522076087479917,4.3362019248683765,1.0024441943902167
all,ageband13,All,65-69,FALSE,1231,917,139615,0.6440681193655341,0.09060479299919356,4.578386293391212,1.0006803170276752
all,ageband13,All,70-74,FALSE,950,690,111768,0.6053847097087838,0.08513216256675213,4.304961082855413,1.000864940656357
all,ageband13,All,75-79,FALSE,649,468,74782,0.6136684469764392,0.08624150492567219,4.366678934221293,1.0011935176851152
all,ageband13,All,80-84,FALSE,392,270,44689,0.5924560958503938,0.08313159822963069,4.2222720720552935,1.0019836654649947
all,ageband13,All,85-89,FALSE,207,151,24788,0.5972993737172506,0.08357800575471334,4.268665405705735,1.0034052004573348
all,ageband13,All,90-104,FALSE,163,114,20140.999999999996,0.5550138357253567,0.07749515075489784,3.9749630118256727,1.004496865607192
all,sex,All,Female,TRUE,2571,1882,298564,1,NA,NA,NA
all,sex,All,Male,FALSE,2361,1716,272313,0.9983819305510857,0.9351162300122282,1.0659278999337638,0.03340115829937537
all,ethnicity5,All,White,TRUE,2691,1962,313799,1,NA,NA,NA
all,ethnicity5,All,Mixed,FALSE,441,330,50848,1.0367121437221316,0.9225832822641017,1.1649594021510459,0.059507181911675894
all,ethnicity5,All,Asian or Asian British,FALSE,424,294,49559,0.9485766900205272,0.8391065241980835,1.0723283765553095,0.06256491292520508
all,ethnicity5,All,Black or Black British,FALSE,445,330,50934,1.0412869704053083,0.926546572183835,1.1702364320233383,0.05956659831906819
all,ethnicity5,All,Chinese or Other Ethnic Groups,FALSE,456,328,53282.99999999999,0.9835199884798177,0.8748318392998057,1.1057114342266665,0.05974919852538036
all,ethnicity5,All,(Missing),FALSE,475,354,52454,1.0805215496368157,0.9648380580434605,1.210075420943807,0.057775984159869495
all,region,All,North East and Yorkshire,TRUE,2495,1848,286651,1,NA,NA,NA
