group1,group2,label1,label2,reference_row,n_obs,n_event,exposure,irr,irr.low,irr.high,irr.ln.std.error
all,all,All,NA,TRUE,4930,280,871760,1,NA,NA,NA
all,ageband4,All,12-49,TRUE,518,25,92304.99999999999,1,NA,NA,NA
all,ageband4,All,50-64,FALSE,822,44,145363.99999999997,1.1231170448949228,0.6873598787532131,1.8351258715034615,0.25051744946881904
all,ageband4,All,65-74,FALSE,2181,124,384640.99999999994,1.1959418722006052,0.778105583604739,1.838152805762719,0.21930357309435705
all,ageband4,All,75-104,FALSE,1411,87,249448.99999999997,1.2909267601399452,0.827427284268287,2.0140644763958115,0.22694010310602583
all,ageband13,All,12-17,TRUE,1,0,181.99999999999997,1,NA,NA,NA
all,ageband13,All,18-29,FALSE,27,2,4718.999999999999,17935.77561763045,8.925776680288578e-239,36040790457641104e230,284.6600503451038
all,ageband13,All,30-39,FALSE,135,5,24341.999999999996,8555.179510171085,4.261931372486212e-239,17173222667015737e230,284.6595199525161
all,ageband13,All,40-49,FALSE,355,18,63061.99999999999,11978.332424638005,5.970193341411091e-239,2403279751091554e231,284.6592677107287
all,ageband13,All,50-54,FALSE,245,12,43313.99999999999,11660.20782971403,5.811071877019675e-239,23396793140657724e230,284.65931714467905
all,ageband13,All,55-59,FALSE,274,21,47886.99999999999,18463.178263317423,9.2025831029484e-239,37042746343016036e230,284.6592544930431
all,ageband13,All,60-64,FALSE,303,11,54162.99999999999,8553.140141218677,4.262497034377167e-239,17162758281196004e230,284.6593306009784
all,ageband13,All,65-69,FALSE,1231,71,217228.99999999997,13751.89124063708,6.855134483885593e-239,27587279744670902e230,284.65919544114934
all,ageband13,All,70-74,FALSE,950,53,167411.99999999997,13334.425137294787,6.646920545009035e-239,2675026616282087e231,284.6592040880797
all,ageband13,All,75-79,FALSE,649,42,114682.99999999999,15374.18788731855,7.663578660185506e-239,3084272553011863e231,284.6592120236228
all,ageband13,All,80-84,FALSE,392,18,70064.99999999999,10815.65205343751,5.390687259003961e-239,2170007713685353e231,284.6592684209722
all,ageband13,All,85-89,FALSE,207,14,36006.99999999999,16279.767989300655,8.113662063570927e-239,3266476268162324e231,284.6592951193096
all,ageband13,All,90-104,FALSE,163,13,28693.999999999996,19027.206730136182,9.482764907033045e-239,3817816844566015e231,284.6593054070718
all,sex,All,Female,TRUE,2571,153,454287.99999999994,1,NA,NA,NA
all,sex,All,Male,FALSE,2361,127,417470.99999999994,0.9012620369232796,0.7122635777284678,1.1404110565214907,0.12007772072838072
all,ethnicity5,All,White,TRUE,2691,164,474289.99999999994,1,NA,NA,NA
all,ethnicity5,All,Mixed,FALSE,441,30,77869.99999999999,1.1148968846861047,0.7553910839791242,1.6454987222448239,0.1986167069514185
all,ethnicity5,All,Asian or Asian British,FALSE,424,22,75426.99999999999,0.836044120593859,0.535675541314837,1.3048379432518236,0.22712291992028574
all,ethnicity5,All,Black or Black British,FALSE,445,17,79328.99999999999,0.6144306638934269,0.3727448167956806,1.0128243874131644,0.2550057271322462
all,ethnicity5,All,Chinese or Other Ethnic Groups,FALSE,456,20,81042.99999999999,0.7041741556148254,0.44242146142460453,1.12078930312099,0.2371282069345225
all,ethnicity5,All,(Missing),FALSE,475,27,83799.99999999999,0.9296982122395989,0.6187276561347637,1.396961582808651,0.2077562811332393
all,region,All,North East and Yorkshire,TRUE,2495,145,440676.99999999994,1,NA,NA,NA
all,region,All,North West,FALSE,989,56,174473.99999999997,0.9738083634563648,0.7153877166964009,1.325578712920518,0.1573446643822172
all,region,All,Midlands,FALSE,504,35,88996.99999999999,1.1853418646232237,0.8191672872168887,1.7151995177957506,0.18852294600266511
all,region,All,East of England,FALSE,228,8,40422.99999999999,0.6029362839145943,0.29587589333782177,1.2286643509874278,0.3632063877048954
all,region,All,London,FALSE,238,19,41664.99999999999,1.3877743770537472,0.8601125543566613,2.2391461580832814,0.24408270826883854
all,region,All,South East,FALSE,241,8,42965.99999999999,0.5701483598937931,0.2797944855757959,1.1618140065220175,0.36319098692848106
all,region,All,South West,FALSE,237,9,42556.99999999999,0.6428134747672842,0.3278118625352519,1.2605070486061334,0.3435852635971331
all,imd_quintile,All,1 (most deprived),TRUE,917,35,163903.99999999997,1,NA,NA,NA
all,imd_quintile,All,2,FALSE,1016,76,177909.99999999997,1.9915226420889964,1.3343598258879796,2.9723335167961653,0.20431388047310559
all,imd_quintile,All,3,FALSE,978,54,172973.99999999997,1.8031582646499844,1.1343464281974087,2.866302257011833,0.2364752983437041
all,imd_quintile,All,4,FALSE,903,46,160150.99999999997,2.2600108215293995,1.1534786729356228,4.428039315569604,0.34316308738686285
all,imd_quintile,All,5 (least deprived),FALSE,878,58,154102.99999999997,2.958184006144593,1.5293758965233712,5.721845514959668,0.33659589278673346
all,imd_quintile,All,(Missing),FALSE,240,11,42716.99999999999,1.4481439992250993,0.7212682707748991,2.9075465086501167,0.35563248655561364
all,carehome_status,All,FALSE,TRUE,4201,241,742239.9999999999,1,NA,NA,NA
all,carehome_status,All,TRUE,FALSE,731,39,129518.99999999999,0.9028927484353965,0.6416712888604964,1.2704562746214088,0.17425198376772327
all,primis_atrisk,All,FALSE,TRUE,2933,167,518688.99999999994,1,NA,NA,NA
all,primis_atrisk,All,TRUE,FALSE,1999,113,353069.99999999994,1.0680165565700288,0.7951087434201317,1.4345954242701398,0.15055359927908266
all,crd,All,FALSE,TRUE,4734,269,836894.9999999999,1,NA,NA,NA
all,crd,All,TRUE,FALSE,198,11,34863.99999999999,1.0183601240946607,0.5531260029761961,1.8749025299226854,0.3114154478322418
all,chd,All,FALSE,TRUE,4738,267,837544.9999999999,1,NA,NA,NA
all,chd,All,TRUE,FALSE,194,13,34213.99999999999,1.2228557874988084,0.6969510120767619,2.1455973965278217,0.2868568462659808
all,ckd,All,FALSE,TRUE,4724,266,835317.9999999999,1,NA,NA,NA
all,ckd,All,TRUE,FALSE,208,14,36440.99999999999,1.226747885677367,0.7135086070433776,2.109169195939916,0.27649867842133
all,cld,All,FALSE,TRUE,4736,264,837855.9999999999,1,NA,NA,NA
all,cld,All,TRUE,FALSE,196,16,33902.99999999999,1.5730906431303127,0.9365368171715586,2.6423031386825135,0.26460113306208166
all,cns_learndis,All,FALSE,TRUE,4554,262,804486.9999999999,1,NA,NA,NA
all,cns_learndis,All,TRUE,FALSE,378,18,67271.99999999999,0.8487880567989671,0.5219083649104822,1.380397812723574,0.24812572783144743
all,diabetes,All,FALSE,TRUE,4724,271,834865.9999999999,1,NA,NA,NA
all,diabetes,All,TRUE,FALSE,208,9,36892.99999999999,0.7619818221523391,0.3901315986765384,1.4882575501708928,0.3415565747785824
all,immunosuppressed,All,FALSE,TRUE,4710,269,832517.9999999999,1,NA,NA,NA
all,immunosuppressed,All,TRUE,FALSE,222,11,39240.99999999999,0.8864822510966026,0.48176619932696857,1.6311870417790626,0.3111292738377148
all,asplenia,All,FALSE,TRUE,4747,271,838775.9999999999,1,NA,NA,NA
all,asplenia,All,TRUE,FALSE,185,9,32982.99999999999,0.8791077836620157,0.44887475886068656,1.7217062889807049,0.34294691173295194
all,severe_obesity,All,FALSE,TRUE,4714,266,833380.9999999999,1,NA,NA,NA
all,severe_obesity,All,TRUE,FALSE,218,14,38377.99999999999,1.1809816003530238,0.6838863688952431,2.0393995315704716,0.2787344380771599
all,smi,All,FALSE,TRUE,4738,267,837719.9999999999,1,NA,NA,NA
all,smi,All,TRUE,FALSE,194,13,34038.99999999999,1.2429664171560026,0.706458343003312,2.186916651885852,0.28826643761260035
all,ckd_rrt,All,No CKD or RRT,TRUE,4389,258,774899.9999999999,1,NA,NA,NA
all,ckd_rrt,All,RRT (transplant),FALSE,39,1,7030.999999999999,0.4377188316302178,0.06140236484954579,3.1203647617350723,1.0021247497126973
all,ckd_rrt,All,RRT (dialysis),FALSE,39,3,6814.999999999999,1.332006299616682,0.4266734340727999,4.158310877906218,0.5808385563627418
all,ckd_rrt,All,Stage 3,FALSE,308,16,54696.99999999999,0.8756588728131656,0.5284249191519035,1.4510641601971879,0.25769650529771104
all,ckd_rrt,All,Stage 4,FALSE,106,1,19198.999999999996,0.15339141519793342,0.02154280511740524,1.0921941747230912,1.0015240319730234
all,ckd_rrt,All,Stage 5,FALSE,51,1,9116.999999999998,0.33070776188734624,0.04642814024233142,2.3556322351421795,1.0017170520169474
all,copd,All,FALSE,TRUE,4818,269,851890.9999999999,1,NA,NA,NA
all,copd,All,TRUE,FALSE,114,11,19867.999999999996,1.7404354179200203,0.9521000027675982,3.1815097522794824,0.30777123031202996
all,learndis_cat,All,learndis_cat.L,NA,4932,280,871758.9999999999,0.9065741698820962,0.6137756179672564,1.3390507889827208,0.19900540605614309
all,learndis_cat,All,learndis_cat.Q,NA,4932,280,871758.9999999999,0.9777246782549965,0.6420494573148471,1.4888970554803564,0.21457678896341317
all,learndis_cat,All,learndis_cat.C,NA,4932,280,871758.9999999999,1.119779119241901,0.7146670249762459,1.7545307563782517,0.2291215545442967
all,sickle_cell_asplenia,All,FALSE,TRUE,4651,265,821907.9999999999,1,NA,NA,NA
all,sickle_cell_asplenia,All,TRUE,FALSE,281,15,49850.99999999999,0.9659606594044454,0.5708448880355094,1.634559606425045,0.2683751279108449
all,cirrhosis,All,FALSE,TRUE,4831,274,854096.9999999999,1,NA,NA,NA
all,cirrhosis,All,TRUE,FALSE,101,6,17661.999999999996,1.0635266325279449,0.47351914543663143,2.3886867278687425,0.4128409181860696
all,cochlear_implant,All,FALSE,TRUE,4828,277,853092.9999999999,1,NA,NA,NA
all,cochlear_implant,All,TRUE,FALSE,104,3,18665.999999999996,0.4927384614902228,0.157946907689793,1.5371696412606735,0.5804798398826798
all,cystic_fibrosis,All,FALSE,TRUE,4816,274,851240.9999999999,1,NA,NA,NA
all,cystic_fibrosis,All,TRUE,FALSE,116,6,20517.999999999996,0.9091178997593139,0.40483224510737736,2.041574913192912,0.4127637156432479
all,csfl,All,FALSE,TRUE,4846,274,856714.9999999999,1,NA,NA,NA
all,csfl,All,TRUE,FALSE,86,6,15043.999999999998,1.256418453337723,0.5593793968168286,2.8220333799753297,0.4128609057004818
all,homeless,All,FALSE,TRUE,4829,272,853916.9999999999,1,NA,NA,NA
all,homeless,All,TRUE,FALSE,103,8,17841.999999999996,1.4285953361318915,0.7070916435510997,2.886308518890455,0.3588263269105633
ageband4,all,50-64,NA,TRUE,820,40,145360,1,NA,NA,NA
ageband4,all,65-74,NA,TRUE,2180,120,384640,1,NA,NA,NA
ageband4,all,75-104,NA,TRUE,1410,90,249450,1,NA,NA,NA
ageband4,all,12-49,NA,TRUE,520,20,92300,1,NA,NA,NA
ageband4,ageband13,50-64,50-54,TRUE,245,12,43313.99999999999,1,NA,NA,NA
ageband4,ageband13,50-64,55-59,FALSE,274,21,47886.99999999999,1.5822058684993505,0.7784701135648004,3.215763028910937,0.36186617533909
ageband4,ageband13,50-64,60-64,FALSE,303,11,54162.99999999999,0.7324719762881778,0.3232099206205421,1.6599589363390654,0.41741739532991945
ageband4,ageband13,65-74,65-69,TRUE,1231,71,217228.99999999997,1,NA,NA,NA
ageband4,ageband13,65-74,70-74,FALSE,950,53,167411.99999999997,0.9691717907885686,0.6790165901630609,1.3833151850306873,0.18153207159380338
ageband4,ageband13,75-104,75-79,TRUE,649,42,114682.99999999999,1,NA,NA,NA
ageband4,ageband13,75-104,80-84,FALSE,392,18,70064.99999999999,0.7083444027195401,0.4077503209631382,1.2305368434264505,0.2817783365591633
ageband4,ageband13,75-104,85-89,FALSE,207,14,36006.99999999999,1.0523230593810748,0.5746942561780962,1.9269094990954112,0.30863692935132436
ageband4,ageband13,75-104,90-104,FALSE,163,13,28693.999999999996,1.2388434683929475,0.6650581731674138,2.307667511054755,0.31738288367842143
ageband4,ageband13,12-49,12-17,TRUE,1,0,181.99999999999997,1,NA,NA,NA
ageband4,ageband13,12-49,18-29,FALSE,27,2,4718.999999999999,320004.1892874604,0,Inf,1275.75408157251
ageband4,ageband13,12-49,30-39,FALSE,135,5,24341.999999999996,157932.03126837037,0,Inf,1275.7539542169422
ageband4,ageband13,12-49,40-49,FALSE,355,18,63061.99999999999,217570.09061481527,0,Inf,1275.7539019051108
ageband4,sex,50-64,Female,TRUE,417,21,73888.99999999999,1,NA,NA,NA
ageband4,sex,50-64,Male,FALSE,405,23,71474.99999999999,1.122116904073235,0.620351999157202,2.029728844458554,0.3023959727816816
ageband4,sex,65-74,Female,TRUE,1110,65,196250.99999999997,1,NA,NA,NA
ageband4,sex,65-74,Male,FALSE,1071,59,188389.99999999997,0.9595337442813974,0.6743722263651694,1.3652771724856307,0.1799345616114243
ageband4,sex,75-104,Female,TRUE,755,54,132771.99999999997,1,NA,NA,NA
ageband4,sex,75-104,Male,FALSE,656,33,116676.99999999999,0.6905175448599814,0.44769729378062534,1.0650376635805594,0.2210877670982696
ageband4,sex,12-49,Female,TRUE,289,13,51375.99999999999,1,NA,NA,NA
ageband4,sex,12-49,Male,FALSE,229,12,40928.99999999999,1.1430955711987196,0.5210937607561352,2.507547745338732,0.4008059802207055
ageband4,ethnicity5,50-64,White,TRUE,453,25,79647.99999999999,1,NA,NA,NA
ageband4,ethnicity5,50-64,Mixed,FALSE,69,3,12387.999999999998,0.7587543255009049,0.2284984827374005,2.519527130199634,0.6123319012163909
ageband4,ethnicity5,50-64,Asian or Asian British,FALSE,77,5,13564.999999999998,1.170145426081497,0.4432518612263626,3.089079681224837,0.4952872499348132
ageband4,ethnicity5,50-64,Black or Black British,FALSE,72,4,12768.999999999998,0.963276793794741,0.33367975898228963,2.7808165059023704,0.5409074247941831
