group1,group2,label1,label2,reference_row,n_obs,n_event,exposure,irr,irr.low,irr.high,irr.ln.std.error
all,all,All,NA,TRUE,4930,0,897430,1,NA,NA,NA
all,ageband4,All,12-49,TRUE,518,0,94180.99999999999,1,NA,NA,NA
all,ageband4,All,50-64,FALSE,822,0,149603.99999999997,0.9985954196047921,0,Inf,213383.15040900055
all,ageband4,All,65-74,FALSE,2181,0,396941.99999999994,0.9985947934743129,0,Inf,185922.72549957962
all,ageband4,All,75-104,FALSE,1411,0,256705.99999999997,0.9990376210620188,0,Inf,195354.51204413612
all,ageband13,All,12-17,TRUE,1,0,181.99999999999997,1,NA,NA,NA
all,ageband13,All,18-29,FALSE,27,0,4913.999999999999,1.0002164916528415,0,Inf,3873222.9246560247
all,ageband13,All,30-39,FALSE,135,0,24569.999999999996,1.000150095897274,0,Inf,3817256.5634538103
all,ageband13,All,40-49,FALSE,355,0,64514.99999999999,1.0022595085745665,0,Inf,3808640.8031102293
all,ageband13,All,50-54,FALSE,245,0,44589.99999999999,1.000192454348623,0,Inf,3811098.743952655
all,ageband13,All,55-59,FALSE,274,0,49867.99999999999,1.0001919957206709,0,Inf,3810277.1771292724
all,ageband13,All,60-64,FALSE,303,0,55145.99999999999,1.000191624882807,0,Inf,3809612.747504871
all,ageband13,All,65-69,FALSE,1231,0,224041.99999999997,1.000189300119774,0,Inf,3804878.1834201925
all,ageband13,All,70-74,FALSE,950,0,172899.99999999997,1.0001940199185038,0,Inf,3805353.2578715747
all,ageband13,All,75-79,FALSE,649,0,118021.99999999999,1.001166398258602,0,Inf,3806227.6390047744
all,ageband13,All,80-84,FALSE,392,0,71343.99999999999,1.0001908636649441,0,Inf,3808187.201729625
all,ageband13,All,85-89,FALSE,207,0,37673.99999999999,1.0001675416140197,0,Inf,3812428.9800818777
all,ageband13,All,90-104,FALSE,163,0,29665.999999999996,1.0001792995689611,0,Inf,3814943.1080033556
all,sex,All,Female,TRUE,2571,0,467756.99999999994,1,NA,NA,NA
all,sex,All,Male,FALSE,2361,0,429675.99999999994,0.9995971022063853,0,Inf,108441.21761567867
all,ethnicity5,All,White,TRUE,2691,0,489570.99999999994,1,NA,NA,NA
all,ethnicity5,All,Mixed,FALSE,441,0,80261.99999999999,0.9994871607915466,0,Inf,195409.77024161912
all,ethnicity5,All,Asian or Asian British,FALSE,424,0,77167.99999999999,0.9994923170818397,0,Inf,198786.1308723456
all,ethnicity5,All,Black or Black British,FALSE,445,0,80989.99999999999,0.9995078616024214,0,Inf,194836.12663277183
all,ethnicity5,All,Chinese or Other Ethnic Groups,FALSE,456,0,82991.99999999999,0.9995107906703704,0,Inf,192924.1770559996
all,ethnicity5,All,(Missing),FALSE,475,0,86449.99999999999,0.9995029031806806,0,Inf,189340.244194366
all,region,All,North East and Yorkshire,TRUE,2495,0,454019.99999999994,1,NA,NA,NA
all,region,All,North West,FALSE,989,0,179876.99999999997,1.0007180399920816,0,Inf,142902.77255586488
all,region,All,Midlands,FALSE,504,0,91727.99999999999,0.9998158144814293,0,Inf,185883.40060891845
all,region,All,East of England,FALSE,228,0,41495.99999999999,0.9998193878565652,0,Inf,263196.54930141714
all,region,All,London,FALSE,238,0,43315.99999999999,0.9998200712763284,0,Inf,258069.99508917468
all,region,All,South East,FALSE,241,0,43861.99999999999,0.9997873577431744,0,Inf,256572.04274521457
all,region,All,South West,FALSE,237,0,43133.99999999999,0.9997994074537839,0,Inf,258560.03922067926
all,imd_quintile,All,1 (most deprived),TRUE,917,0,166893.99999999997,1,NA,NA,NA
all,imd_quintile,All,2,FALSE,1016,0,184746.99999999997,1.0012092392323115,0,Inf,173238.79444966296
all,imd_quintile,All,3,FALSE,978,0,177969.99999999997,1.0000433591106774,0,Inf,204493.37639984683
all,imd_quintile,All,4,FALSE,903,0,164345.99999999997,0.9997291530487391,0,Inf,282004.0864685097
all,imd_quintile,All,5 (least deprived),FALSE,878,0,159795.99999999997,0.9997289521190847,0,Inf,282870.49208770995
all,imd_quintile,All,(Missing),FALSE,240,0,43679.99999999999,0.9999137136254057,0,Inf,292257.7524682898
all,carehome_status,All,FALSE,TRUE,4201,0,764416.9999999999,1,NA,NA,NA
all,carehome_status,All,TRUE,FALSE,731,0,133015.99999999997,0.999980313534675,0,Inf,154068.65384959028
all,primis_atrisk,All,FALSE,TRUE,2933,0,533709.9999999999,1,NA,NA,NA
all,primis_atrisk,All,TRUE,FALSE,1999,0,363722.99999999994,0.9999507024146645,0,Inf,139073.55409867803
all,crd,All,FALSE,TRUE,4734,0,861396.9999999999,1,NA,NA,NA
all,crd,All,TRUE,FALSE,198,0,36035.99999999999,0.9995724567285164,0,Inf,279448.56622728193
all,chd,All,FALSE,TRUE,4738,0,862124.9999999999,1,NA,NA,NA
all,chd,All,TRUE,FALSE,194,0,35307.99999999999,0.9996141038100553,0,Inf,281094.6729569143
all,ckd,All,FALSE,TRUE,4724,0,859576.9999999999,1,NA,NA,NA
all,ckd,All,TRUE,FALSE,208,0,37855.99999999999,0.9996139150221285,0,Inf,271391.7091956168
all,cld,All,FALSE,TRUE,4736,0,861855.9999999999,1,NA,NA,NA
all,cld,All,TRUE,FALSE,196,0,35576.99999999999,1.0036028017358898,0,Inf,282349.14781498193
all,cns_learndis,All,FALSE,TRUE,4554,0,828636.9999999999,1,NA,NA,NA
all,cns_learndis,All,TRUE,FALSE,378,0,68795.99999999999,0.9995730208831669,0,Inf,207969.41493805943
all,diabetes,All,FALSE,TRUE,4724,0,859576.9999999999,1,NA,NA,NA
all,diabetes,All,TRUE,FALSE,208,0,37855.99999999999,0.9995997439456276,0,Inf,272260.1395835348
all,immunosuppressed,All,FALSE,TRUE,4710,0,857028.9999999999,1,NA,NA,NA
all,immunosuppressed,All,TRUE,FALSE,222,0,40403.99999999999,0.9996054381690598,0,Inf,264459.0632845292
all,asplenia,All,FALSE,TRUE,4747,0,863762.9999999999,1,NA,NA,NA
all,asplenia,All,TRUE,FALSE,185,0,33669.99999999999,0.9995831573694023,0,Inf,288992.53221571835
all,severe_obesity,All,FALSE,TRUE,4714,0,857756.9999999999,1,NA,NA,NA
all,severe_obesity,All,TRUE,FALSE,218,0,39675.99999999999,0.9995653295723771,0,Inf,267397.5328741029
all,smi,All,FALSE,TRUE,4738,0,862124.9999999999,1,NA,NA,NA
all,smi,All,TRUE,FALSE,194,0,35307.99999999999,0.9995776125092031,0,Inf,282062.8983451742
all,ckd_rrt,All,No CKD or RRT,TRUE,4389,0,798676.9999999999,1,NA,NA,NA
all,ckd_rrt,All,RRT (transplant),FALSE,39,0,7097.999999999999,0.9997327748672037,0,Inf,611932.7106531127
all,ckd_rrt,All,RRT (dialysis),FALSE,39,0,7097.999999999999,0.9997520933142992,0,Inf,611794.0935933479
all,ckd_rrt,All,Stage 3,FALSE,308,0,55985.99999999999,1.0013757665045222,0,Inf,224178.53347441723
all,ckd_rrt,All,Stage 4,FALSE,106,0,19291.999999999996,0.9998144970025764,0,Inf,373937.9510690752
all,ckd_rrt,All,Stage 5,FALSE,51,0,9281.999999999998,0.9997903932256498,0,Inf,535694.8294751426
all,copd,All,FALSE,TRUE,4818,0,876684.9999999999,1,NA,NA,NA
all,copd,All,TRUE,FALSE,114,0,20747.999999999996,0.9997319012367619,0,Inf,360490.3609058931
all,learndis_cat,All,learndis_cat.L,NA,4932,0,897432.9999999999,0.9997627252290032,0,Inf,184832.04475408376
all,learndis_cat,All,learndis_cat.Q,NA,4932,0,897432.9999999999,0.9993189072598572,0,Inf,196986.50817821745
all,learndis_cat,All,learndis_cat.C,NA,4932,0,897432.9999999999,1.001048306215581,0,Inf,208483.16940945957
