group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
carehome_status,FALSE,all,All,7,0.030878859857482177,0.026128266033254133,0.03800475059382413,0,0,0
carehome_status,FALSE,all,All,14,0.05938242280285033,0.052256532066508266,0.0665083135391924,0,0,0
carehome_status,FALSE,all,All,21,0.08788598574821849,0.0783847980997624,0.09738717339667458,0,0,0
carehome_status,FALSE,all,All,28,0.11401425178147262,0.10451306413301664,0.12351543942992871,0,0,0
carehome_status,FALSE,all,All,35,0.14014251781472675,0.13064133016627077,0.14964370546318284,0,0,0
carehome_status,FALSE,all,All,42,0.16389548693586697,0.15439429928741089,0.17577197149643697,0,0,0
carehome_status,FALSE,all,All,49,0.1900237529691211,0.18052256532066502,0.20427553444180524,0,0,0
carehome_status,FALSE,all,All,56,0.22565320665083133,0.21377672209026122,0.23752969121140144,1,0,0
carehome_status,FALSE,all,All,63,0.2541567695961995,0.23990498812351535,0.2660332541567696,0,0,0
carehome_status,FALSE,all,All,70,0.28266033254156764,0.27078384798099764,0.29691211401425177,0,0,0
carehome_status,FALSE,all,All,77,0.3111638954869358,0.29691211401425177,0.3254156769596199,0,0,0
carehome_status,FALSE,all,All,84,0.33729216152019004,0.3230403800475059,0.35154394299287406,0,0,0
carehome_status,FALSE,all,All,91,0.36342042755344417,0.34916864608076004,0.3800475059382422,0,0,0
carehome_status,FALSE,all,All,98,0.3919239904988123,0.3776722090261282,0.40617577197149646,0,0,0
carehome_status,FALSE,all,All,105,0.4204275534441805,0.40380047505938244,0.4346793349168646,0,0,0
carehome_status,FALSE,all,All,112,0.4536817102137767,0.43705463182897863,0.4679334916864608,0,0,0
carehome_status,FALSE,all,All,119,0.4798099762470308,0.4655581947743468,0.49406175771971494,0,0,0
carehome_status,FALSE,all,All,126,0.508313539192399,0.4916864608076009,0.5225653206650831,0,0,0
carehome_status,FALSE,all,All,133,0.5391923990498813,0.5225653206650831,0.5534441805225653,0,0,0
carehome_status,FALSE,all,All,140,0.5653206650831354,0.5510688836104514,0.5795724465558194,0,0,0
carehome_status,FALSE,all,All,147,0.5914489311163895,0.5771971496437054,0.6057007125890737,0,0,0
carehome_status,FALSE,all,All,154,0.6223277909738717,0.6057007125890737,0.6365795724465558,0,1,0
carehome_status,FALSE,all,All,161,0.6460807600950118,0.6294536817102138,0.6603325415676959,0,0,0
carehome_status,FALSE,all,All,168,0.6745843230403801,0.6603325415676959,0.6888361045130641,0,0,0
carehome_status,FALSE,all,All,175,0.7030878859857482,0.6888361045130641,0.7149643705463182,0,0,0
carehome_status,FALSE,all,All,182,0.7315914489311164,0.7173396674584323,0.7434679334916865,0,0,1
carehome_status,TRUE,all,All,7,0.027027027027026973,0.013513513513513487,0.04054054054054046,0,0,0
carehome_status,TRUE,all,All,14,0.054054054054053946,0.04054054054054046,0.08108108108108103,0,0,0
carehome_status,TRUE,all,All,21,0.08108108108108103,0.06756756756756754,0.10810810810810811,0,0,0
carehome_status,TRUE,all,All,28,0.10810810810810811,0.09459459459459452,0.1351351351351351,0,0,0
carehome_status,TRUE,all,All,35,0.1351351351351351,0.1216216216216216,0.16216216216216206,0,0,0
carehome_status,TRUE,all,All,42,0.17567567567567566,0.14864864864864857,0.20270270270270263,0,0,0
carehome_status,TRUE,all,All,49,0.20270270270270263,0.17567567567567566,0.22972972972972971,0,0,0
carehome_status,TRUE,all,All,56,0.22972972972972971,0.20270270270270263,0.2567567567567567,1,0,0
carehome_status,TRUE,all,All,63,0.2567567567567567,0.22972972972972971,0.29729729729729726,0,0,0
carehome_status,TRUE,all,All,70,0.28378378378378377,0.2432432432432432,0.31081081081081074,0,0,0
carehome_status,TRUE,all,All,77,0.31081081081081074,0.2702702702702702,0.33783783783783783,0,0,0
carehome_status,TRUE,all,All,84,0.32432432432432434,0.29729729729729726,0.3648648648648648,0,0,0
carehome_status,TRUE,all,All,91,0.3648648648648648,0.32432432432432434,0.3918918918918919,0,0,0
carehome_status,TRUE,all,All,98,0.3783783783783783,0.3513513513513513,0.41891891891891886,0,0,0
carehome_status,TRUE,all,All,105,0.43243243243243246,0.3918918918918919,0.45945945945945943,0,0,0
carehome_status,TRUE,all,All,112,0.44594594594594594,0.41891891891891886,0.4864864864864864,0,0,0
carehome_status,TRUE,all,All,119,0.4729729729729729,0.44594594594594594,0.5135135135135135,0,0,0
carehome_status,TRUE,all,All,126,0.5135135135135135,0.4729729729729729,0.5405405405405406,0,0,0
carehome_status,TRUE,all,All,133,0.5405405405405406,0.5,0.581081081081081,0,0,0
carehome_status,TRUE,all,All,140,0.5675675675675675,0.5405405405405406,0.6081081081081081,0,0,0
carehome_status,TRUE,all,All,147,0.5945945945945945,0.5540540540540541,0.6216216216216216,0,0,0
carehome_status,TRUE,all,All,154,0.6081081081081081,0.581081081081081,0.6486486486486487,0,1,0
carehome_status,TRUE,all,All,161,0.6351351351351351,0.6081081081081081,0.6756756756756757,0,0,0
carehome_status,TRUE,all,All,168,0.6756756756756757,0.6351351351351351,0.7027027027027026,0,0,0
carehome_status,TRUE,all,All,175,0.6891891891891891,0.6486486486486487,0.7162162162162162,0,0,0
carehome_status,TRUE,all,All,182,0.7162162162162162,0.6891891891891891,0.7567567567567568,0,0,1
carehome_status,FALSE,ageband4,12-49,7,0.020000000000000018,0.020000000000000018,0.040000000000000036,0,0,0
carehome_status,FALSE,ageband4,12-49,14,0.05999999999999994,0.040000000000000036,0.07999999999999996,0,0,0
carehome_status,FALSE,ageband4,12-49,21,0.07999999999999996,0.05999999999999994,0.09999999999999998,0,0,0
carehome_status,FALSE,ageband4,12-49,28,0.09999999999999998,0.07999999999999996,0.14,0,0,0
carehome_status,FALSE,ageband4,12-49,35,0.14,0.09999999999999998,0.16000000000000003,0,0,0
carehome_status,FALSE,ageband4,12-49,42,0.14,0.12,0.17999999999999994,0,0,0
carehome_status,FALSE,ageband4,12-49,49,0.17999999999999994,0.14,0.21999999999999997,0,0,0
carehome_status,FALSE,ageband4,12-49,56,0.19999999999999996,0.17999999999999994,0.24,1,0,0
carehome_status,FALSE,ageband4,12-49,63,0.21999999999999997,0.19999999999999996,0.26,0,0,0
